feat_skill_python,feat_skill_sql,feat_skill_excel,feat_skill_tableau,feat_skill_power_bi,feat_skill_project_management,feat_skill_machine_learning,feat_skill_deep_learning,feat_skill_nlp,feat_skill_pandas,feat_skill_numpy,feat_skill_spark,feat_skill_aws,feat_skill_azure,feat_skill_gcp,feat_skill_docker,feat_skill_kubernetes,feat_skill_snowflake,feat_num_skills_matched,feat_degree_bachelor,feat_degree_master,feat_degree_mba,feat_degree_phd,feat_top_degree_level,feat_high_title,feat_job_tech,feat_job_sales,feat_job_marketing,feat_job_finance,feat_job_operations,feat_job_hr,feat_job_product,feat_job_design,feat_cert_aws,feat_cert_pmp,feat_cert_scrum,feat_cert_csm,feat_cert_six_sigma,feat_cert_cfa,feat_cert_cpa,feat_cert_azure,feat_cert_gcp,feat_num_promotions,feat_years_experience_extracted,feat_has_metrics,feat_text_len_chars,feat_text_len_words,Experience (Years),Salary Expectation ($),Projects Count,Resume_ID,AI Score (0-100),Recruiter_Decision,_ai_bin,AI Score (Uniform 0-100),feat_salary_extracted,text_len
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,14,7,104836,5,436,100,Hire,"(80.0, 100.0]",90.37162162162164,91271.0,2743.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,95,15,8,57448,0,680,100,Hire,"(80.0, 100.0]",90.37162162162164,82185.0,2592.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,66,11,2,83223,4,570,60,Reject,"(50.0, 60.0]",45.86148648648648,91243.0,2570.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71,13,0,80517,8,232,70,Hire,"(62.5, 80.0]",59.332770270270274,76331.0,2508.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,13,3,77352,3,961,70,Hire,"(62.5, 80.0]",59.332770270270274,78571.0,1593.0
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,13,0,106452,3,671,45,Reject,"(35.0, 45.0]",21.32601351351352,77208.0,2457.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,13,7,115954,9,614,100,Hire,"(80.0, 100.0]",90.37162162162164,75276.0,2511.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,11,8,112514,8,972,100,Hire,"(80.0, 100.0]",90.37162162162164,88446.0,1952.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,10,1,74663,9,124,75,Hire,"(62.5, 80.0]",65.79391891891892,86448.0,2727.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,119,14,10,83474,0,144,100,Hire,"(80.0, 100.0]",90.37162162162164,86216.0,2411.0
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,52,10,3,95270,7,977,75,Hire,"(62.5, 80.0]",65.79391891891892,78006.0,1717.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,15,0,67037,9,283,75,Hire,"(62.5, 80.0]",65.79391891891892,72568.0,1973.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,77,10,0,89654,8,683,60,Reject,"(50.0, 60.0]",45.86148648648648,91847.0,1931.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,65,11,0,65854,6,647,50,Reject,"(45.0, 50.0]",31.29222972972973,72027.0,1840.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,10,2,94346,1,213,45,Reject,"(35.0, 45.0]",21.32601351351352,72695.0,2050.0
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74,12,3,99679,5,629,75,Hire,"(62.5, 80.0]",65.79391891891892,85422.0,2777.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56,9,5,75717,7,685,95,Hire,"(80.0, 100.0]",79.6875,75258.0,1856.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,10,0,45815,7,971,50,Reject,"(45.0, 50.0]",31.29222972972973,92002.0,1522.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,60,11,4,119370,3,805,75,Hire,"(62.5, 80.0]",65.79391891891892,76736.0,2021.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,78,13,3,52454,9,579,100,Hire,"(80.0, 100.0]",90.37162162162164,70391.0,2623.0
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,12,1,61309,2,714,50,Reject,"(45.0, 50.0]",31.29222972972973,83986.0,2301.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,12,3,45975,10,871,100,Hire,"(80.0, 100.0]",90.37162162162164,82666.0,2703.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,10,3,63531,8,310,80,Hire,"(62.5, 80.0]",72.12837837837837,75892.0,2746.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,3,44106,0,667,40,Reject,"(35.0, 45.0]",15.076013513513514,73561.0,2261.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,61,11,10,89696,3,913,100,Hire,"(80.0, 100.0]",90.37162162162164,76184.0,1941.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,13,5,75413,4,815,90,Hire,"(80.0, 100.0]",77.74493243243244,89483.0,2268.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,11,2,94786,4,729,55,Reject,"(50.0, 60.0]",39.61148648648648,92662.0,2515.0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,13,0,61332,0,77,20,Reject,"(14.999, 35.0]",1.4780405405405406,78392.0,2015.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,125,15,1,102390,6,209,70,Hire,"(62.5, 80.0]",59.332770270270274,83067.0,2539.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,12,0,94099,0,352,20,Reject,"(14.999, 35.0]",1.4780405405405406,85265.0,2291.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,13,2,84205,4,840,65,Hire,"(62.5, 80.0]",52.78716216216216,89488.0,1835.0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,97,14,3,71310,1,277,60,Reject,"(50.0, 60.0]",45.86148648648648,93599.0,1757.0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,15,0,97987,10,378,75,Hire,"(62.5, 80.0]",65.79391891891892,72454.0,1996.0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,14,0,116661,3,354,40,Reject,"(35.0, 45.0]",15.076013513513514,81837.0,2395.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94,15,7,55431,2,955,100,Hire,"(80.0, 100.0]",90.37162162162164,84039.0,1659.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,71,12,7,49907,4,433,100,Hire,"(80.0, 100.0]",90.37162162162164,89115.0,2351.0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,107,14,1,79404,4,399,55,Reject,"(50.0, 60.0]",39.61148648648648,80965.0,2189.0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,13,2,71635,1,931,45,Reject,"(35.0, 45.0]",21.32601351351352,94538.0,1879.0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,12,1,50397,8,44,70,Hire,"(62.5, 80.0]",59.332770270270274,79762.0,2456.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,14,1,113545,6,924,70,Hire,"(62.5, 80.0]",59.332770270270274,75056.0,2190.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,58,10,1,52364,8,40,70,Hire,"(62.5, 80.0]",59.332770270270274,84948.0,2791.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,16,6,117621,5,529,100,Hire,"(80.0, 100.0]",90.37162162162164,78110.0,2691.0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,66,11,6,64025,10,125,100,Hire,"(80.0, 100.0]",90.37162162162164,83773.0,2566.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,74,13,1,49305,9,489,85,Hire,"(80.0, 100.0]",76.30912162162163,90224.0,1784.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,77,12,0,87556,10,94,70,Hire,"(62.5, 80.0]",59.332770270270274,87412.0,1896.0
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74,12,3,112201,6,382,85,Hire,"(80.0, 100.0]",76.30912162162163,93769.0,1511.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,85,13,1,113470,4,131,60,Reject,"(50.0, 60.0]",45.86148648648648,70502.0,2776.0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,15,8,110499,9,726,100,Hire,"(80.0, 100.0]",90.37162162162164,76910.0,1998.0
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,11,4,52692,10,431,100,Hire,"(80.0, 100.0]",90.37162162162164,82685.0,2253.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72,11,4,72225,6,408,95,Hire,"(80.0, 100.0]",79.6875,93322.0,1534.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,70,12,0,41382,0,715,25,Reject,"(14.999, 35.0]",2.702702702702702,90872.0,2226.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,70,11,0,81417,0,450,15,Reject,"(14.999, 35.0]",0.5489864864864865,70206.0,2348.0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98,15,0,72251,6,908,55,Reject,"(50.0, 60.0]",39.61148648648648,91518.0,1589.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,12,7,117476,10,928,100,Hire,"(80.0, 100.0]",90.37162162162164,92361.0,2275.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,12,0,81970,10,357,70,Hire,"(62.5, 80.0]",59.332770270270274,94105.0,2104.0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,13,6,41610,7,762,100,Hire,"(80.0, 100.0]",90.37162162162164,93419.0,2469.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,14,6,60828,3,135,100,Hire,"(80.0, 100.0]",90.37162162162164,87868.0,2521.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,11,2,94281,2,942,45,Reject,"(35.0, 45.0]",21.32601351351352,94242.0,1917.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,13,2,100524,5,432,65,Hire,"(62.5, 80.0]",52.78716216216216,85934.0,1614.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,11,1,116556,0,134,30,Reject,"(14.999, 35.0]",5.701013513513513,87247.0,2116.0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,12,1,95743,4,773,50,Reject,"(45.0, 50.0]",31.29222972972973,89174.0,2719.0
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,16,5,59033,4,112,95,Hire,"(80.0, 100.0]",79.6875,93792.0,2325.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,12,0,116814,5,481,50,Reject,"(45.0, 50.0]",31.29222972972973,78755.0,2598.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78,12,9,101293,0,319,100,Hire,"(80.0, 100.0]",90.37162162162164,91500.0,1912.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,11,1,45989,7,214,65,Hire,"(62.5, 80.0]",52.78716216216216,82383.0,2228.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,13,3,91770,0,130,55,Reject,"(50.0, 60.0]",39.61148648648648,92403.0,2520.0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62,10,8,104379,6,770,100,Hire,"(80.0, 100.0]",90.37162162162164,88141.0,2260.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,73,13,3,64716,2,141,65,Hire,"(62.5, 80.0]",52.78716216216216,84820.0,2175.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,12,2,49346,3,103,55,Reject,"(50.0, 60.0]",39.61148648648648,77574.0,1956.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,11,1,94563,6,226,60,Reject,"(50.0, 60.0]",45.86148648648648,76374.0,2419.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,85,13,1,97235,4,96,60,Reject,"(50.0, 60.0]",45.86148648648648,93276.0,1691.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,12,1,50422,1,556,35,Reject,"(14.999, 35.0]",10.219594594594597,71678.0,2238.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,11,3,46781,6,895,75,Hire,"(62.5, 80.0]",65.79391891891892,89626.0,2622.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,12,9,51284,4,83,100,Hire,"(80.0, 100.0]",90.37162162162164,91020.0,2477.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,108,14,0,76108,5,674,55,Reject,"(50.0, 60.0]",39.61148648648648,71059.0,2508.0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,10,1,51388,6,16,60,Reject,"(50.0, 60.0]",45.86148648648648,93052.0,1595.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,121,15,2,108144,2,297,60,Reject,"(50.0, 60.0]",45.86148648648648,86198.0,2162.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,70,11,0,99429,9,969,65,Hire,"(62.5, 80.0]",52.78716216216216,79914.0,2713.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,16,1,79991,10,345,90,Hire,"(80.0, 100.0]",77.74493243243244,89541.0,1536.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,10,3,41272,6,363,70,Hire,"(62.5, 80.0]",59.332770270270274,92299.0,1778.0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,12,4,90584,3,752,70,Hire,"(62.5, 80.0]",59.332770270270274,80817.0,1716.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,12,8,89042,1,67,100,Hire,"(80.0, 100.0]",90.37162162162164,80921.0,2366.0
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,13,10,88678,3,138,100,Hire,"(80.0, 100.0]",90.37162162162164,79789.0,2372.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,69,12,4,50602,9,47,100,Hire,"(80.0, 100.0]",90.37162162162164,86312.0,2796.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,59,10,1,91756,1,527,30,Reject,"(14.999, 35.0]",5.701013513513513,81252.0,1561.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,66,11,6,56712,5,907,100,Hire,"(80.0, 100.0]",90.37162162162164,72693.0,2095.0
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,76,12,0,90362,8,340,60,Reject,"(50.0, 60.0]",45.86148648648648,83931.0,2228.0
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,13,0,107278,1,602,35,Reject,"(14.999, 35.0]",10.219594594594597,73627.0,1896.0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67,11,4,79539,5,946,90,Hire,"(80.0, 100.0]",77.74493243243244,86157.0,2198.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,110,16,0,69800,6,73,60,Reject,"(50.0, 60.0]",45.86148648648648,80173.0,2542.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,13,10,116205,7,657,100,Hire,"(80.0, 100.0]",90.37162162162164,91834.0,1676.0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,12,1,108308,4,586,50,Reject,"(45.0, 50.0]",31.29222972972973,88047.0,1895.0
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,86,13,2,50002,1,879,45,Reject,"(35.0, 45.0]",21.32601351351352,80230.0,1944.0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,121,14,3,50972,1,945,60,Reject,"(50.0, 60.0]",45.86148648648648,85707.0,2756.0
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,13,3,79722,2,649,60,Reject,"(50.0, 60.0]",45.86148648648648,91976.0,1575.0
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,11,2,85775,5,660,60,Reject,"(50.0, 60.0]",45.86148648648648,81494.0,1764.0
