feat_skill_python,feat_skill_sql,feat_skill_excel,feat_skill_tableau,feat_skill_power_bi,feat_skill_project_management,feat_skill_machine_learning,feat_skill_deep_learning,feat_skill_nlp,feat_skill_pandas,feat_skill_numpy,feat_skill_spark,feat_skill_aws,feat_skill_azure,feat_skill_gcp,feat_skill_docker,feat_skill_kubernetes,feat_skill_snowflake,feat_num_skills_matched,feat_degree_bachelor,feat_degree_master,feat_degree_mba,feat_degree_phd,feat_top_degree_level,feat_high_title,feat_job_tech,feat_job_sales,feat_job_marketing,feat_job_finance,feat_job_operations,feat_job_hr,feat_job_product,feat_job_design,feat_cert_aws,feat_cert_pmp,feat_cert_scrum,feat_cert_csm,feat_cert_six_sigma,feat_cert_cfa,feat_cert_cpa,feat_cert_azure,feat_cert_gcp,feat_num_promotions,feat_years_experience_extracted,feat_has_metrics,feat_text_len_chars,feat_text_len_words,Experience (Years),Salary Expectation ($),Projects Count,Resume_ID,AI Score (0-100),Recruiter_Decision,_ai_bin,AI Score (Uniform 0-100)
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94,15,3,93900,0,397,60,Reject,"(50.0, 60.0]",45.861486486486484
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,93,12,2,54759,1,334,50,Reject,"(45.0, 50.0]",31.29222972972973
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,70,9,2,41824,7,662,65,Hire,"(62.5, 80.0]",52.78716216216216
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,11,0,103202,3,132,30,Reject,"(14.999, 35.0]",5.701013513513513
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,103,12,0,63561,5,506,45,Reject,"(35.0, 45.0]",21.326013513513516
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,13,8,54594,2,925,100,Hire,"(80.0, 100.0]",90.37162162162163
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,99,13,3,115708,9,992,100,Hire,"(80.0, 100.0]",90.37162162162163
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,13,3,119432,9,960,100,Hire,"(80.0, 100.0]",90.37162162162163
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,12,3,55365,1,935,60,Reject,"(50.0, 60.0]",45.861486486486484
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,11,10,89696,3,913,100,Hire,"(80.0, 100.0]",90.37162162162163
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74,12,3,99679,5,629,75,Hire,"(62.5, 80.0]",65.79391891891892
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,13,0,107278,1,602,35,Reject,"(14.999, 35.0]",10.219594594594595
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,3,44106,0,667,40,Reject,"(35.0, 45.0]",15.076013513513514
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,10,1,62647,3,66,40,Reject,"(35.0, 45.0]",15.076013513513514
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,107,14,0,77105,4,514,50,Reject,"(45.0, 50.0]",31.29222972972973
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,13,6,72164,4,256,100,Hire,"(80.0, 100.0]",90.37162162162163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,107,14,0,77105,4,514,50,Reject,"(45.0, 50.0]",31.29222972972973
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,10,1,74663,9,124,75,Hire,"(62.5, 80.0]",65.79391891891892
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,92,13,5,45733,0,950,75,Hire,"(62.5, 80.0]",65.79391891891892
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,10,2,89120,3,166,45,Reject,"(35.0, 45.0]",21.326013513513516
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,95,12,3,106073,4,641,70,Hire,"(62.5, 80.0]",59.332770270270274
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,11,1,113921,1,231,40,Reject,"(35.0, 45.0]",15.076013513513514
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,14,7,58910,7,554,100,Hire,"(80.0, 100.0]",90.37162162162163
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69,12,4,50602,9,47,100,Hire,"(80.0, 100.0]",90.37162162162163
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,12,0,65417,3,188,40,Reject,"(35.0, 45.0]",15.076013513513514
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,107,13,3,105232,1,731,60,Reject,"(50.0, 60.0]",45.861486486486484
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,62,10,8,104379,6,770,100,Hire,"(80.0, 100.0]",90.37162162162163
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,13,3,76203,2,27,60,Reject,"(50.0, 60.0]",45.861486486486484
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,15,0,91454,1,754,30,Reject,"(14.999, 35.0]",5.701013513513513
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,11,5,45488,9,51,100,Hire,"(80.0, 100.0]",90.37162162162163
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,13,10,57933,3,986,100,Hire,"(80.0, 100.0]",90.37162162162163
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,13,0,118032,2,743,40,Reject,"(35.0, 45.0]",15.076013513513514
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,11,4,52692,10,431,100,Hire,"(80.0, 100.0]",90.37162162162163
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,12,2,76264,4,988,65,Hire,"(62.5, 80.0]",52.78716216216216
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,11,0,76195,10,782,70,Hire,"(62.5, 80.0]",59.332770270270274
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88,14,0,63564,6,524,55,Reject,"(50.0, 60.0]",39.611486486486484
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79,12,1,60718,1,387,40,Reject,"(35.0, 45.0]",15.076013513513514
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,68,11,3,105280,9,568,95,Hire,"(80.0, 100.0]",79.6875
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,13,7,55916,6,416,100,Hire,"(80.0, 100.0]",90.37162162162163
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,72,12,1,50848,4,580,50,Reject,"(45.0, 50.0]",31.29222972972973
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,12,0,116814,5,481,50,Reject,"(45.0, 50.0]",31.29222972972973
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,12,1,61309,2,714,50,Reject,"(45.0, 50.0]",31.29222972972973
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,10,4,84358,2,615,65,Hire,"(62.5, 80.0]",52.78716216216216
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,13,2,71635,1,931,45,Reject,"(35.0, 45.0]",21.326013513513516
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,12,0,73914,1,280,25,Reject,"(14.999, 35.0]",2.7027027027027026
1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,11,0,76195,10,782,70,Hire,"(62.5, 80.0]",59.332770270270274
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,14,5,42998,6,640,100,Hire,"(80.0, 100.0]",90.37162162162163
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,11,3,48726,0,128,50,Reject,"(45.0, 50.0]",31.29222972972973
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,12,2,49346,3,103,55,Reject,"(50.0, 60.0]",39.611486486486484
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,15,0,114745,6,404,55,Reject,"(50.0, 60.0]",39.611486486486484
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78,12,8,44783,10,471,100,Hire,"(80.0, 100.0]",90.37162162162163
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11,0,70344,4,894,40,Reject,"(35.0, 45.0]",15.076013513513514
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,9,1,105641,2,547,30,Reject,"(14.999, 35.0]",5.701013513513513
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,16,5,59033,4,112,95,Hire,"(80.0, 100.0]",79.6875
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,12,0,113643,4,917,40,Reject,"(35.0, 45.0]",15.076013513513514
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,10,8,59474,3,836,100,Hire,"(80.0, 100.0]",90.37162162162163
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,13,8,100399,7,898,100,Hire,"(80.0, 100.0]",90.37162162162163
0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,12,1,105524,9,406,80,Hire,"(62.5, 80.0]",72.12837837837837
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,88,14,0,63564,6,524,55,Reject,"(50.0, 60.0]",39.611486486486484
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,84,11,8,97521,7,104,100,Hire,"(80.0, 100.0]",90.37162162162163
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,12,2,76264,4,988,65,Hire,"(62.5, 80.0]",52.78716216216216
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,11,3,63325,8,682,90,Hire,"(80.0, 100.0]",77.74493243243244
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,82,11,1,48456,8,940,75,Hire,"(62.5, 80.0]",65.79391891891892
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,4,49331,7,91,95,Hire,"(80.0, 100.0]",79.6875
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,13,0,95742,2,663,30,Reject,"(14.999, 35.0]",5.701013513513513
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,67,12,0,52290,2,85,35,Reject,"(14.999, 35.0]",10.219594594594595
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74,12,1,48917,3,849,50,Reject,"(45.0, 50.0]",31.29222972972973
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,13,3,81656,7,598,80,Hire,"(62.5, 80.0]",72.12837837837837
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,9,1,75420,6,79,50,Reject,"(45.0, 50.0]",31.29222972972973
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,13,2,116970,3,776,65,Hire,"(62.5, 80.0]",52.78716216216216
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,11,0,88256,9,491,70,Hire,"(62.5, 80.0]",59.332770270270274
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,12,1,63713,0,930,30,Reject,"(14.999, 35.0]",5.701013513513513
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,10,1,62647,3,66,40,Reject,"(35.0, 45.0]",15.076013513513514
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,11,1,82703,0,653,20,Reject,"(14.999, 35.0]",1.4780405405405406
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,11,8,95978,4,148,100,Hire,"(80.0, 100.0]",90.37162162162163
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,12,0,42077,9,13,65,Hire,"(62.5, 80.0]",52.78716216216216
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,15,1,52288,1,313,45,Reject,"(35.0, 45.0]",21.326013513513516
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,10,8,59474,3,836,100,Hire,"(80.0, 100.0]",90.37162162162163
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,11,3,48726,0,128,50,Reject,"(45.0, 50.0]",31.29222972972973
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,11,0,75275,1,628,20,Reject,"(14.999, 35.0]",1.4780405405405406
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,12,1,50422,1,556,35,Reject,"(14.999, 35.0]",10.219594594594595
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,80,11,1,60465,3,192,45,Reject,"(35.0, 45.0]",21.326013513513516
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,90,13,0,99469,9,528,70,Hire,"(62.5, 80.0]",59.332770270270274
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,11,3,112439,10,19,95,Hire,"(80.0, 100.0]",79.6875
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,13,4,89633,2,97,80,Hire,"(62.5, 80.0]",72.12837837837837
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,94,15,7,55431,2,955,100,Hire,"(80.0, 100.0]",90.37162162162163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,11,0,47079,8,272,50,Reject,"(45.0, 50.0]",31.29222972972973
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,79,12,1,60718,1,387,40,Reject,"(35.0, 45.0]",15.076013513513514
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,11,2,96229,1,287,45,Reject,"(35.0, 45.0]",21.326013513513516
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,11,1,84774,9,831,75,Hire,"(62.5, 80.0]",65.79391891891892
0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,14,3,67414,0,500,60,Reject,"(50.0, 60.0]",45.861486486486484
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,10,6,49261,1,983,80,Hire,"(62.5, 80.0]",72.12837837837837
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,12,1,58823,3,750,45,Reject,"(35.0, 45.0]",21.326013513513516
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,13,2,100524,5,432,65,Hire,"(62.5, 80.0]",52.78716216216216
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84,12,0,47445,2,437,35,Reject,"(14.999, 35.0]",10.219594594594595
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,10,7,42894,0,136,80,Hire,"(62.5, 80.0]",72.12837837837837
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,11,0,88958,4,758,35,Reject,"(14.999, 35.0]",10.219594594594595
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,15,0,114745,6,404,55,Reject,"(50.0, 60.0]",39.611486486486484
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,9,1,55836,3,177,35,Reject,"(14.999, 35.0]",10.219594594594595
0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,12,1,44099,8,987,65,Hire,"(62.5, 80.0]",52.78716216216216
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,9,3,55213,9,344,85,Hire,"(80.0, 100.0]",76.30912162162163
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,14,2,99578,0,812,45,Reject,"(35.0, 45.0]",21.326013513513516
1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,13,1,84161,6,472,60,Reject,"(50.0, 60.0]",45.861486486486484
1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,15,0,91454,1,754,30,Reject,"(14.999, 35.0]",5.701013513513513
